t[s],x[m],y[m],yaw[rad],v[m/s],steering[rad]
0.014625520000000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.014857999,0.0,0.0,-2.8631853071795867,0.0,nan
0.015011103000000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.015148535000000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.016725902,0.0,0.0,-2.8631853071795867,0.0,nan
0.020739075000000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.025052325,0.0,0.0,-2.8631853071795867,0.0,nan
0.028585433,0.0,0.0,-2.8631853071795867,0.0,nan
0.032655398,0.0,0.0,-2.8631853071795867,0.0,nan
0.036620049,0.0,0.0,-2.8631853071795867,0.0,nan
0.040694693000000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.045279117,0.0,0.0,-2.8631853071795867,0.0,nan
0.048775577,0.0,0.0,-2.8631853071795867,0.0,nan
0.052764486000000006,0.0,0.0,-2.8631853071795867,0.0,nan
0.056865388,0.0,0.0,-2.8631853071795867,0.0,nan
0.060864139000000005,0.0,0.0,-2.8631853071795867,0.0,nan
0.06457842,0.0,0.0,-2.8631853071795867,0.0,nan
0.068702332,0.0,0.0,-2.8631853071795867,0.0,nan
0.07318187500000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.077631146,0.0,0.0,-2.8631853071795867,0.0,nan
0.080787783,0.0,0.0,-2.8631853071795867,0.0,nan
0.08496079000000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.088977126,0.0,0.0,-2.8631853071795867,0.0,nan
0.09264594100000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.09702803,0.0,0.0,-2.8631853071795867,0.0,nan
0.10150289500000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.10573698200000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.109461974,0.0,0.0,-2.8631853071795867,0.0,nan
0.11312160900000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.117343998,0.0,0.0,-2.8631853071795867,0.0,nan
0.12146335700000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.125020821,0.0,0.0,-2.8631853071795867,0.0,nan
0.129818546,0.0,0.0,-2.8631853071795867,0.0,nan
0.133781311,0.0,0.0,-2.8631853071795867,0.0,nan
0.13753006,0.0,0.0,-2.8631853071795867,0.0,nan
0.14134379800000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.14480167700000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.148984792,0.0,0.0,-2.8631853071795867,0.0,nan
0.152969664,0.0,0.0,-2.8631853071795867,0.0,nan
0.156897465,0.0,0.0,-2.8631853071795867,0.0,nan
0.160831214,0.0,0.0,-2.8631853071795867,0.0,nan
0.164706197,0.0,0.0,-2.8631853071795867,0.0,nan
0.16882275000000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.17315234300000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.176861547,0.0,0.0,-2.8631853071795867,0.0,nan
0.180901742,0.0,0.0,-2.8631853071795867,0.0,nan
0.184746655,0.0,0.0,-2.8631853071795867,0.0,nan
0.189026506,0.0,0.0,-2.8631853071795867,0.0,nan
0.192819024,0.0,0.0,-2.8631853071795867,0.0,nan
0.19688676200000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.20084949700000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.204813871,0.0,0.0,-2.8631853071795867,0.0,nan
0.208919074,0.0,0.0,-2.8631853071795867,0.0,nan
0.213175103,0.0,0.0,-2.8631853071795867,0.0,nan
0.21709777200000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.2208167,0.0,0.0,-2.8631853071795867,0.0,nan
0.224961865,0.0,0.0,-2.8631853071795867,0.0,nan
0.228988551,0.0,0.0,-2.8631853071795867,0.0,nan
0.233025956,0.0,0.0,-2.8631853071795867,0.0,nan
0.23731000000000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.241378476,0.0,0.0,-2.8631853071795867,0.0,nan
0.24530431500000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.249133437,0.0,0.0,-2.8631853071795867,0.0,nan
0.253274027,0.0,0.0,-2.8631853071795867,0.0,nan
0.25700826400000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.261005223,0.0,0.0,-2.8631853071795867,0.0,nan
0.26470430500000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.268922471,0.0,0.0,-2.8631853071795867,0.0,nan
0.272818064,0.0,0.0,-2.8631853071795867,0.0,nan
0.27647994000000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.281112519,0.0,0.0,-2.8631853071795867,0.0,nan
0.28474406900000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.28896328000000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.29294610600000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.296967711,0.0,0.0,-2.8631853071795867,0.0,nan
0.301792948,0.0,0.0,-2.8631853071795867,0.0,nan
0.305678129,0.0,0.0,-2.8631853071795867,0.0,nan
0.309250581,0.0,0.0,-2.8631853071795867,0.0,nan
0.313233292,0.0,0.0,-2.8631853071795867,0.0,nan
0.31699939400000005,0.0,0.0,-2.8631853071795867,0.0,nan
0.320867975,0.0,0.0,-2.8631853071795867,0.0,nan
0.324761628,0.0,0.0,-2.8631853071795867,0.0,nan
0.32914469700000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.333735272,0.0,0.0,-2.8631853071795867,0.0,nan
0.337264895,0.0,0.0,-2.8631853071795867,0.0,nan
0.340939569,0.0,0.0,-2.8631853071795867,0.0,nan
0.344773496,0.0,0.0,-2.8631853071795867,0.0,nan
0.34877171900000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.352828059,0.0,0.0,-2.8631853071795867,0.0,nan
0.356812039,0.0,0.0,-2.8631853071795867,0.0,nan
0.361503132,0.0,0.0,-2.8631853071795867,0.0,nan
0.365238345,0.0,0.0,-2.8631853071795867,0.0,nan
0.36944915,0.0,0.0,-2.8631853071795867,0.0,nan
0.37315823600000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.37730186600000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.38127018500000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.38492020400000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.38905178,0.0,0.0,-2.8631853071795867,0.0,nan
0.39310500400000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.39704701800000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.401052295,0.0,0.0,-2.8631853071795867,0.0,nan
0.40473752,0.0,0.0,-2.8631853071795867,0.0,nan
0.408800378,0.0,0.0,-2.8631853071795867,0.0,nan
0.41281800700000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.416865629,0.0,0.0,-2.8631853071795867,0.0,nan
0.42115773300000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.42485165100000005,0.0,0.0,-2.8631853071795867,0.0,nan
0.42897833300000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.433200218,0.0,0.0,-2.8631853071795867,0.0,nan
0.437193955,0.0,0.0,-2.8631853071795867,0.0,nan
0.44115409600000005,0.0,0.0,-2.8631853071795867,0.0,nan
0.444958599,0.0,0.0,-2.8631853071795867,0.0,nan
0.44896341900000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.453188389,0.0,0.0,-2.8631853071795867,0.0,nan
0.457045383,0.0,0.0,-2.8631853071795867,0.0,nan
0.46120983600000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.464795181,0.0,0.0,-2.8631853071795867,0.0,nan
0.46907293200000005,0.0,0.0,-2.8631853071795867,0.0,nan
0.47282326300000005,0.0,0.0,-2.8631853071795867,0.0,nan
0.476899198,0.0,0.0,-2.8631853071795867,0.0,nan
0.480746912,0.0,0.0,-2.8631853071795867,0.0,nan
0.48475686500000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.48891571300000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.49317484200000006,0.0,0.0,-2.8631853071795867,0.0,nan
0.49688608900000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.5008775320000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.504920767,0.0,0.0,-2.8631853071795867,0.0,nan
0.508758704,0.0,0.0,-2.8631853071795867,0.0,nan
0.513241022,0.0,0.0,-2.8631853071795867,0.0,nan
0.517665432,0.0,0.0,-2.8631853071795867,0.0,nan
0.5212940460000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.5255259290000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.529241862,0.0,0.0,-2.8631853071795867,0.0,nan
0.533357565,0.0,0.0,-2.8631853071795867,0.0,nan
0.537093836,0.0,0.0,-2.8631853071795867,0.0,nan
0.540826122,0.0,0.0,-2.8631853071795867,0.0,nan
0.544818922,0.0,0.0,-2.8631853071795867,0.0,nan
0.549057784,0.0,0.0,-2.8631853071795867,0.0,nan
0.553315962,0.0,0.0,-2.8631853071795867,0.0,nan
0.557534139,0.0,0.0,-2.8631853071795867,0.0,nan
0.5610524130000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.565037585,0.0,0.0,-2.8631853071795867,0.0,nan
0.568877918,0.0,0.0,-2.8631853071795867,0.0,nan
0.57279537,0.0,0.0,-2.8631853071795867,0.0,nan
0.576744629,0.0,0.0,-2.8631853071795867,0.0,nan
0.581121686,0.0,0.0,-2.8631853071795867,0.0,nan
0.584760351,0.0,0.0,-2.8631853071795867,0.0,nan
0.589245522,0.0,0.0,-2.8631853071795867,0.0,nan
0.5929585820000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.596749886,0.0,0.0,-2.8631853071795867,0.0,nan
0.600928939,0.0,0.0,-2.8631853071795867,0.0,nan
0.6047809390000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.60900833,0.0,0.0,-2.8631853071795867,0.0,nan
0.61327337,0.0,0.0,-2.8631853071795867,0.0,nan
0.617025853,0.0,0.0,-2.8631853071795867,0.0,nan
0.6215575750000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.6256314660000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.629378658,0.0,0.0,-2.8631853071795867,0.0,nan
0.633851338,0.0,0.0,-2.8631853071795867,0.0,nan
0.637243766,0.0,0.0,-2.8631853071795867,0.0,nan
0.6412732080000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.645010396,0.0,0.0,-2.8631853071795867,0.0,nan
0.648972438,0.0,0.0,-2.8631853071795867,0.0,nan
0.652953636,0.0,0.0,-2.8631853071795867,0.0,nan
0.657029276,0.0,0.0,-2.8631853071795867,0.0,nan
0.6611537310000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.66468556,0.0,0.0,-2.8631853071795867,0.0,nan
0.668616359,0.0,0.0,-2.8631853071795867,0.0,nan
0.672766176,0.0,0.0,-2.8631853071795867,0.0,nan
0.676651632,0.0,0.0,-2.8631853071795867,0.0,nan
0.6811854110000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.6847431260000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.68870341,0.0,0.0,-2.8631853071795867,0.0,nan
0.6926495880000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.696604101,0.0,0.0,-2.8631853071795867,0.0,nan
0.700918946,0.0,0.0,-2.8631853071795867,0.0,nan
0.7046880080000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.708584053,0.0,0.0,-2.8631853071795867,0.0,nan
0.7127155420000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.716762718,0.0,0.0,-2.8631853071795867,0.0,nan
0.720612252,0.0,0.0,-2.8631853071795867,0.0,nan
0.724413425,0.0,0.0,-2.8631853071795867,0.0,nan
