t[s],x[m],y[m],yaw[rad],v[m/s],steering[rad]
0.015543363000000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.015768942,0.0,0.0,-2.8631853071795867,0.0,nan
0.015917422,0.0,0.0,-2.8631853071795867,0.0,nan
0.016056423,0.0,0.0,-2.8631853071795867,0.0,nan
0.01738829,0.0,0.0,-2.8631853071795867,0.0,nan
0.021772162,0.0,0.0,-2.8631853071795867,0.0,nan
0.025893061000000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.029399912,0.0,0.0,-2.8631853071795867,0.0,nan
0.033424443000000005,0.0,0.0,-2.8631853071795867,0.0,nan
0.037257477000000004,0.0,0.0,-2.8631853071795867,0.0,nan
0.041872066,0.0,0.0,-2.8631853071795867,0.0,nan
0.046186414,0.0,0.0,-2.8631853071795867,0.0,nan
0.049808795,0.0,0.0,-2.8631853071795867,0.0,nan
0.054395158000000006,0.0,0.0,-2.8631853071795867,0.0,nan
0.058099386,0.0,0.0,-2.8631853071795867,0.0,nan
0.06224575500000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.065942523,0.0,0.0,-2.8631853071795867,0.0,nan
0.07019644900000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.074192298,0.0,0.0,-2.8631853071795867,0.0,nan
0.07805350300000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.081889688,0.0,0.0,-2.8631853071795867,0.0,nan
0.08570949500000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.08976721,0.0,0.0,-2.8631853071795867,0.0,nan
0.09367558000000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.097648365,0.0,0.0,-2.8631853071795867,0.0,nan
0.101649235,0.0,0.0,-2.8631853071795867,0.0,nan
0.105755706,0.0,0.0,-2.8631853071795867,0.0,nan
0.10973984,0.0,0.0,-2.8631853071795867,0.0,nan
0.11385360300000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.117934547,0.0,0.0,-2.8631853071795867,0.0,nan
0.12236490300000001,0.0,0.0,-2.8631853071795867,0.0,nan
0.126418804,0.0,0.0,-2.8631853071795867,0.0,nan
0.13016774,0.0,0.0,-2.8631853071795867,0.0,nan
0.134141708,0.0,0.0,-2.8631853071795867,0.0,nan
0.138217693,0.0,0.0,-2.8631853071795867,0.0,nan
0.142374622,0.0,0.0,-2.8631853071795867,0.0,nan
0.14604049500000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.150066677,0.0,0.0,-2.8631853071795867,0.0,nan
0.154133331,0.0,0.0,-2.8631853071795867,0.0,nan
0.15805723600000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.16203087200000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.16610621,0.0,0.0,-2.8631853071795867,0.0,nan
0.170110006,0.0,0.0,-2.8631853071795867,0.0,nan
0.174482615,0.0,0.0,-2.8631853071795867,0.0,nan
0.17811394400000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.18211918200000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.186159763,0.0,0.0,-2.8631853071795867,0.0,nan
0.19010786100000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.194134778,0.0,0.0,-2.8631853071795867,0.0,nan
0.198084168,0.0,0.0,-2.8631853071795867,0.0,nan
0.202313125,0.0,0.0,-2.8631853071795867,0.0,nan
0.20625641900000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.21001807500000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.21413541800000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.21814962100000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.22206272700000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.22593490000000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.23011324300000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.23411377600000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.23873237800000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.24279678000000002,0.0,0.0,-2.8631853071795867,0.0,nan
0.246230299,0.0,0.0,-2.8631853071795867,0.0,nan
0.24964659300000003,0.0,0.0,-2.8631853071795867,0.0,nan
0.25365302,0.0,0.0,-2.8631853071795867,0.0,nan
